1;Cliente [id=1, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=CLIENTE, email=null, active=true];1;0.0;DOLAR;true
3;Cliente [id=1, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=CLIENTE, email=null, active=true];1;0.0;PESOSEFECTIVO;true
5;Cliente [id=1, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=CLIENTE, email=null, active=true];1;0.0;CREDITO;true
7;Cliente [id=1, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=CLIENTE, email=null, active=true];1;0.0;TRANSFERENCIAS;true
0;Proveedor [id=0, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=PROVEEDOR, email=null, active=true];0;0.0;DOLAR;true
2;Proveedor [id=0, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=PROVEEDOR, email=null, active=true];0;0.0;PESOSEFECTIVO;true
4;Proveedor [id=0, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=PROVEEDOR, email=null, active=true];0;0.0;CREDITO;true
6;Proveedor [id=0, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=PROVEEDOR, email=null, active=true];0;0.0;TRANSFERENCIAS;true
11;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=77706595, domicilio=Domicilio [calle=Calle_16, altura=4960, piso=9, depto=V], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;DOLAR;true
12;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=77706595, domicilio=Domicilio [calle=Calle_16, altura=4960, piso=9, depto=V], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;PESOSEFECTIVO;true
13;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=77706595, domicilio=Domicilio [calle=Calle_16, altura=4960, piso=9, depto=V], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;CREDITO;true
14;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=77706595, domicilio=Domicilio [calle=Calle_16, altura=4960, piso=9, depto=V], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;TRANSFERENCIAS;true
15;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=33990168, domicilio=Domicilio [calle=Calle_5, altura=3628, piso=8, depto=V], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;DOLAR;true
16;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=33990168, domicilio=Domicilio [calle=Calle_5, altura=3628, piso=8, depto=V], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;PESOSEFECTIVO;true
17;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=33990168, domicilio=Domicilio [calle=Calle_5, altura=3628, piso=8, depto=V], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;CREDITO;true
18;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=33990168, domicilio=Domicilio [calle=Calle_5, altura=3628, piso=8, depto=V], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;TRANSFERENCIAS;true
19;Cliente [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=82014568, domicilio=Domicilio [calle=Calle_56, altura=3333, piso=9, depto=C], tipoPersona=CLIENTE, email=persona4@example.com, active=false];4;0.0;DOLAR;true
