1;movimiento;movimiento;CAT1;1;0.0;0.0;;0;Proveedor [id=0, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=PROVEEDOR, email=null, active=true]
1;Producto_1;Marca_5;CAT1;58;1.12003004E7;1.344036048E7;;73;Proveedor [id=503, nombre=Nombre_503, apellido=Apellido_503, dni=54088543, domicilio=Domicilio [calle=Calle_38, altura=4732, piso=2, depto=Z], tipoPersona=PROVEEDOR, email=persona503@example.com, active=false]
2;Producto_2;Marca_1;CAT2;12;1.12003004E7;1.344036048E7;;68;Proveedor [id=997, nombre=Nombre_997, apellido=Apellido_997, dni=41941415, domicilio=Domicilio [calle=Calle_19, altura=2374, piso=7, depto=K], tipoPersona=PROVEEDOR, email=persona997@example.com, active=true]
3;Producto_3;Marca_1;CAT2;52;1.12003004E7;1.344036048E7;;78;Proveedor [id=709, nombre=Nombre_709, apellido=Apellido_709, dni=17786405, domicilio=Domicilio [calle=Calle_59, altura=4497, piso=9, depto=E], tipoPersona=PROVEEDOR, email=persona709@example.com, active=false]
4;Producto_4;Marca_4;CAT1;85;1.12003004E7;1.344036048E7;;66;Proveedor [id=496, nombre=Nombre_496, apellido=Apellido_496, dni=20732026, domicilio=Domicilio [calle=Calle_4, altura=2834, piso=6, depto=I], tipoPersona=PROVEEDOR, email=persona496@example.com, active=false]
5;Producto_5;Marca_5;CAT1;2;1.12003004E7;1.344036048E7;;96;Proveedor [id=435, nombre=Nombre_435, apellido=Apellido_435, dni=73452547, domicilio=Domicilio [calle=Calle_41, altura=2905, piso=10, depto=B], tipoPersona=PROVEEDOR, email=persona435@example.com, active=false]
6;Producto_6;Marca_3;CAT3;51;1.12003004E7;1.344036048E7;;46;Proveedor [id=206, nombre=Nombre_206, apellido=Apellido_206, dni=87705961, domicilio=Domicilio [calle=Calle_42, altura=3304, piso=1, depto=A], tipoPersona=PROVEEDOR, email=persona206@example.com, active=false]
7;Producto_7;Marca_1;CAT2;30;1.12003004E7;1.344036048E7;;61;Proveedor [id=813, nombre=Nombre_813, apellido=Apellido_813, dni=07926359, domicilio=Domicilio [calle=Calle_53, altura=3714, piso=7, depto=U], tipoPersona=PROVEEDOR, email=persona813@example.com, active=true]
8;Producto_8;Marca_3;CAT2;13;1.12003004E7;1.344036048E7;;62;Proveedor [id=321, nombre=Nombre_321, apellido=Apellido_321, dni=46211783, domicilio=Domicilio [calle=Calle_13, altura=3894, piso=7, depto=L], tipoPersona=PROVEEDOR, email=persona321@example.com, active=true]
9;Producto_9;Marca_3;CAT3;36;1.12003004E7;1.344036048E7;;26;Proveedor [id=300, nombre=Nombre_300, apellido=Apellido_300, dni=95341631, domicilio=Domicilio [calle=Calle_10, altura=4266, piso=5, depto=I], tipoPersona=PROVEEDOR, email=persona300@example.com, active=true]
10;Producto_10;Marca_1;CAT1;81;1.12003004E7;1.344036048E7;;2;Proveedor [id=690, nombre=Nombre_690, apellido=Apellido_690, dni=46198704, domicilio=Domicilio [calle=Calle_91, altura=4548, piso=6, depto=Q], tipoPersona=PROVEEDOR, email=persona690@example.com, active=false]
11;Producto_11;Marca_3;CAT1;74;1.12003004E7;1.344036048E7;;91;Proveedor [id=980, nombre=Nombre_980, apellido=Apellido_980, dni=14151497, domicilio=Domicilio [calle=Calle_17, altura=3888, piso=3, depto=C], tipoPersona=PROVEEDOR, email=persona980@example.com, active=true]
12;Producto_12;Marca_4;CAT2;28;1.12003004E7;1.344036048E7;;49;Proveedor [id=18, nombre=Nombre_18, apellido=Apellido_18, dni=85325654, domicilio=Domicilio [calle=Calle_74, altura=518, piso=5, depto=S], tipoPersona=PROVEEDOR, email=persona18@example.com, active=false]
13;Producto_13;Marca_2;CAT1;40;1.12003004E7;1.344036048E7;;83;Proveedor [id=520, nombre=Nombre_520, apellido=Apellido_520, dni=74229845, domicilio=Domicilio [calle=Calle_95, altura=4021, piso=4, depto=F], tipoPersona=PROVEEDOR, email=persona520@example.com, active=true]
14;Producto_14;Marca_1;CAT1;10;1.12003004E7;1.344036048E7;;42;Proveedor [id=392, nombre=Nombre_392, apellido=Apellido_392, dni=51237238, domicilio=Domicilio [calle=Calle_91, altura=2138, piso=6, depto=Y], tipoPersona=PROVEEDOR, email=persona392@example.com, active=true]
15;Producto_15;Marca_4;CAT1;10;1.12003004E7;1.344036048E7;;49;Proveedor [id=157, nombre=Nombre_157, apellido=Apellido_157, dni=57226886, domicilio=Domicilio [calle=Calle_69, altura=4605, piso=10, depto=N], tipoPersona=PROVEEDOR, email=persona157@example.com, active=true]
16;Producto_16;Marca_1;CAT2;11;1.12003004E7;1.344036048E7;;81;Proveedor [id=612, nombre=Nombre_612, apellido=Apellido_612, dni=91891633, domicilio=Domicilio [calle=Calle_5, altura=1228, piso=1, depto=T], tipoPersona=PROVEEDOR, email=persona612@example.com, active=false]
17;Producto_17;Marca_4;CAT2;28;1.12003004E7;1.344036048E7;;53;Proveedor [id=396, nombre=Nombre_396, apellido=Apellido_396, dni=71271079, domicilio=Domicilio [calle=Calle_24, altura=2568, piso=3, depto=F], tipoPersona=PROVEEDOR, email=persona396@example.com, active=false]
18;Producto_18;Marca_1;CAT2;91;1.12003004E7;1.344036048E7;;53;Proveedor [id=236, nombre=Nombre_236, apellido=Apellido_236, dni=53815964, domicilio=Domicilio [calle=Calle_66, altura=2609, piso=9, depto=J], tipoPersona=PROVEEDOR, email=persona236@example.com, active=false]
19;Producto_19;Marca_3;CAT3;46;1.12003004E7;1.344036048E7;;24;Proveedor [id=811, nombre=Nombre_811, apellido=Apellido_811, dni=04902245, domicilio=Domicilio [calle=Calle_31, altura=4853, piso=2, depto=X], tipoPersona=PROVEEDOR, email=persona811@example.com, active=false]
