0;500;Producto1;Marca1;CAT2;30;100.0;120.0;;20;Proveedor [id=2, nombre=Persona1, apellido=Apellido1, dni=33887802, domicilio=Domicilio [calle=Calle1, altura=273, piso=1, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
1;500;Producto2;Marca2;CAT1;79;100.0;120.0;;20;Proveedor [id=4, nombre=Persona3, apellido=Apellido3, dni=48498963, domicilio=Domicilio [calle=Calle3, altura=273, piso=7, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
2;500;Producto3;Marca3;CAT2;15;100.0;120.0;;20;Proveedor [id=6, nombre=Persona5, apellido=Apellido5, dni=40356137, domicilio=Domicilio [calle=Calle5, altura=302, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
3;500;Producto4;Marca4;CAT1;5;100.0;120.0;;20;Proveedor [id=8, nombre=Persona7, apellido=Apellido7, dni=40988956, domicilio=Domicilio [calle=Calle7, altura=57, piso=5, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
4;500;Producto5;Marca5;CAT1;94;100.0;120.0;;20;Proveedor [id=10, nombre=Persona9, apellido=Apellido9, dni=53388913, domicilio=Domicilio [calle=Calle9, altura=142, piso=0, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
5;500;Producto6;Marca6;CAT3;75;100.0;120.0;;20;Proveedor [id=12, nombre=Persona11, apellido=Apellido11, dni=35091203, domicilio=Domicilio [calle=Calle11, altura=492, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
6;500;Producto7;Marca7;CAT3;90;100.0;120.0;;20;Proveedor [id=14, nombre=Persona13, apellido=Apellido13, dni=27146863, domicilio=Domicilio [calle=Calle13, altura=347, piso=0, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
7;500;Producto8;Marca8;CAT1;36;100.0;120.0;;20;Proveedor [id=16, nombre=Persona15, apellido=Apellido15, dni=21647227, domicilio=Domicilio [calle=Calle15, altura=437, piso=3, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
8;500;Producto9;Marca9;CAT3;36;100.0;120.0;;20;Proveedor [id=18, nombre=Persona17, apellido=Apellido17, dni=57112558, domicilio=Domicilio [calle=Calle17, altura=83, piso=9, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
9;500;Producto10;Marca10;CAT2;81;100.0;120.0;;20;Proveedor [id=20, nombre=Persona19, apellido=Apellido19, dni=52449044, domicilio=Domicilio [calle=Calle19, altura=856, piso=0, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
10;500;Producto11;Marca11;CAT1;34;100.0;120.0;;20;Proveedor [id=22, nombre=Persona21, apellido=Apellido21, dni=34716078, domicilio=Domicilio [calle=Calle21, altura=739, piso=1, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
11;500;Producto12;Marca12;CAT2;93;100.0;120.0;;20;Proveedor [id=24, nombre=Persona23, apellido=Apellido23, dni=37465546, domicilio=Domicilio [calle=Calle23, altura=520, piso=4, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
12;500;Producto13;Marca13;CAT1;89;100.0;120.0;;20;Proveedor [id=26, nombre=Persona25, apellido=Apellido25, dni=49429883, domicilio=Domicilio [calle=Calle25, altura=966, piso=7, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
13;500;Producto14;Marca14;CAT1;56;100.0;120.0;;20;Proveedor [id=28, nombre=Persona27, apellido=Apellido27, dni=51184946, domicilio=Domicilio [calle=Calle27, altura=984, piso=0, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
14;500;Producto15;Marca15;CAT2;5;100.0;120.0;;20;Proveedor [id=30, nombre=Persona29, apellido=Apellido29, dni=46015728, domicilio=Domicilio [calle=Calle29, altura=220, piso=6, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
15;500;Producto16;Marca16;CAT3;97;100.0;120.0;;20;Proveedor [id=32, nombre=Persona31, apellido=Apellido31, dni=28084555, domicilio=Domicilio [calle=Calle31, altura=624, piso=9, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
16;500;Producto17;Marca17;CAT2;57;100.0;120.0;;20;Proveedor [id=34, nombre=Persona33, apellido=Apellido33, dni=27922383, domicilio=Domicilio [calle=Calle33, altura=886, piso=9, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
17;500;Producto18;Marca18;CAT1;14;100.0;120.0;;20;Proveedor [id=36, nombre=Persona35, apellido=Apellido35, dni=47872485, domicilio=Domicilio [calle=Calle35, altura=457, piso=2, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
18;500;Producto19;Marca19;CAT2;73;100.0;120.0;;20;Proveedor [id=38, nombre=Persona37, apellido=Apellido37, dni=41905159, domicilio=Domicilio [calle=Calle37, altura=830, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
