1000;0;Cliente [id=1, nombre=Persona0, apellido=Apellido0, dni=48937601, domicilio=Domicilio [calle=Calle0, altura=643, piso=9, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];1;0.0;LOQUEPINTE;true
1000;1;Proveedor [id=2, nombre=Persona1, apellido=Apellido1, dni=21592900, domicilio=Domicilio [calle=Calle1, altura=291, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];2;0.0;LOQUEPINTE;true
1000;2;Cliente [id=3, nombre=Persona2, apellido=Apellido2, dni=58005065, domicilio=Domicilio [calle=Calle2, altura=441, piso=7, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];3;0.0;DOLAR;true
1000;3;Proveedor [id=4, nombre=Persona3, apellido=Apellido3, dni=28888849, domicilio=Domicilio [calle=Calle3, altura=543, piso=0, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];4;0.0;DOLAR;true
1000;4;Cliente [id=5, nombre=Persona4, apellido=Apellido4, dni=50041346, domicilio=Domicilio [calle=Calle4, altura=507, piso=9, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];5;0.0;LOQUEPINTE;true
1000;5;Proveedor [id=6, nombre=Persona5, apellido=Apellido5, dni=41296452, domicilio=Domicilio [calle=Calle5, altura=367, piso=2, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];6;0.0;PESOS;true
1000;6;Cliente [id=7, nombre=Persona6, apellido=Apellido6, dni=43474544, domicilio=Domicilio [calle=Calle6, altura=326, piso=2, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];7;0.0;LOQUEPINTE;true
1000;7;Proveedor [id=8, nombre=Persona7, apellido=Apellido7, dni=44162584, domicilio=Domicilio [calle=Calle7, altura=373, piso=3, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];8;0.0;LOQUEPINTE;true
1000;8;Cliente [id=9, nombre=Persona8, apellido=Apellido8, dni=32032181, domicilio=Domicilio [calle=Calle8, altura=624, piso=0, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];9;0.0;PESOS;true
1000;9;Proveedor [id=10, nombre=Persona9, apellido=Apellido9, dni=47826485, domicilio=Domicilio [calle=Calle9, altura=971, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];10;0.0;DOLAR;true
1000;10;Cliente [id=11, nombre=Persona10, apellido=Apellido10, dni=49805350, domicilio=Domicilio [calle=Calle10, altura=246, piso=6, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];11;0.0;LOQUEPINTE;true
1000;11;Proveedor [id=12, nombre=Persona11, apellido=Apellido11, dni=33897854, domicilio=Domicilio [calle=Calle11, altura=609, piso=6, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];12;0.0;LOQUEPINTE;true
1000;12;Cliente [id=13, nombre=Persona12, apellido=Apellido12, dni=51309116, domicilio=Domicilio [calle=Calle12, altura=481, piso=4, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];13;0.0;LOQUEPINTE;true
1000;13;Proveedor [id=14, nombre=Persona13, apellido=Apellido13, dni=37588239, domicilio=Domicilio [calle=Calle13, altura=442, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];14;0.0;DOLAR;true
1000;14;Cliente [id=15, nombre=Persona14, apellido=Apellido14, dni=58261567, domicilio=Domicilio [calle=Calle14, altura=408, piso=7, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];15;0.0;DOLAR;true
1000;15;Proveedor [id=16, nombre=Persona15, apellido=Apellido15, dni=34204670, domicilio=Domicilio [calle=Calle15, altura=984, piso=7, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];16;0.0;DOLAR;true
1000;16;Cliente [id=17, nombre=Persona16, apellido=Apellido16, dni=43573937, domicilio=Domicilio [calle=Calle16, altura=677, piso=7, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];17;0.0;PESOS;true
1000;17;Proveedor [id=18, nombre=Persona17, apellido=Apellido17, dni=30178770, domicilio=Domicilio [calle=Calle17, altura=68, piso=0, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];18;0.0;DOLAR;true
1000;18;Cliente [id=19, nombre=Persona18, apellido=Apellido18, dni=56714388, domicilio=Domicilio [calle=Calle18, altura=95, piso=0, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];19;0.0;LOQUEPINTE;true
1000;19;Proveedor [id=20, nombre=Persona19, apellido=Apellido19, dni=27234367, domicilio=Domicilio [calle=Calle19, altura=846, piso=5, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];20;0.0;DOLAR;true
1000;20;Cliente [id=21, nombre=Persona20, apellido=Apellido20, dni=56598788, domicilio=Domicilio [calle=Calle20, altura=316, piso=6, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];21;0.0;LOQUEPINTE;true
1000;21;Proveedor [id=22, nombre=Persona21, apellido=Apellido21, dni=28391047, domicilio=Domicilio [calle=Calle21, altura=102, piso=1, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];22;0.0;PESOS;true
1000;22;Cliente [id=23, nombre=Persona22, apellido=Apellido22, dni=37433178, domicilio=Domicilio [calle=Calle22, altura=428, piso=2, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];23;0.0;DOLAR;true
1000;23;Proveedor [id=24, nombre=Persona23, apellido=Apellido23, dni=58760045, domicilio=Domicilio [calle=Calle23, altura=251, piso=6, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];24;0.0;PESOS;true
1000;24;Cliente [id=25, nombre=Persona24, apellido=Apellido24, dni=50366955, domicilio=Domicilio [calle=Calle24, altura=187, piso=9, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];25;0.0;PESOS;true
1000;25;Proveedor [id=26, nombre=Persona25, apellido=Apellido25, dni=33862890, domicilio=Domicilio [calle=Calle25, altura=249, piso=7, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];26;0.0;LOQUEPINTE;true
1000;26;Cliente [id=27, nombre=Persona26, apellido=Apellido26, dni=38630457, domicilio=Domicilio [calle=Calle26, altura=352, piso=7, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];27;0.0;PESOS;true
1000;27;Proveedor [id=28, nombre=Persona27, apellido=Apellido27, dni=33945556, domicilio=Domicilio [calle=Calle27, altura=382, piso=7, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];28;0.0;DOLAR;true
1000;28;Cliente [id=29, nombre=Persona28, apellido=Apellido28, dni=46662922, domicilio=Domicilio [calle=Calle28, altura=821, piso=9, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];29;0.0;LOQUEPINTE;true
1000;29;Proveedor [id=30, nombre=Persona29, apellido=Apellido29, dni=50480079, domicilio=Domicilio [calle=Calle29, altura=806, piso=4, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];30;0.0;LOQUEPINTE;true
1000;30;Cliente [id=31, nombre=Persona30, apellido=Apellido30, dni=38412644, domicilio=Domicilio [calle=Calle30, altura=395, piso=0, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];31;0.0;LOQUEPINTE;true
1000;31;Proveedor [id=32, nombre=Persona31, apellido=Apellido31, dni=59511064, domicilio=Domicilio [calle=Calle31, altura=180, piso=6, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];32;0.0;LOQUEPINTE;true
1000;32;Cliente [id=33, nombre=Persona32, apellido=Apellido32, dni=57685792, domicilio=Domicilio [calle=Calle32, altura=691, piso=6, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];33;0.0;LOQUEPINTE;true
1000;33;Proveedor [id=34, nombre=Persona33, apellido=Apellido33, dni=46314921, domicilio=Domicilio [calle=Calle33, altura=566, piso=3, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];34;0.0;LOQUEPINTE;true
1000;34;Cliente [id=35, nombre=Persona34, apellido=Apellido34, dni=48052830, domicilio=Domicilio [calle=Calle34, altura=577, piso=1, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];35;0.0;DOLAR;true
1000;35;Proveedor [id=36, nombre=Persona35, apellido=Apellido35, dni=28792972, domicilio=Domicilio [calle=Calle35, altura=977, piso=5, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];36;0.0;LOQUEPINTE;true
1000;36;Cliente [id=37, nombre=Persona36, apellido=Apellido36, dni=52012752, domicilio=Domicilio [calle=Calle36, altura=136, piso=1, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];37;0.0;PESOS;true
1000;37;Proveedor [id=38, nombre=Persona37, apellido=Apellido37, dni=41189421, domicilio=Domicilio [calle=Calle37, altura=513, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];38;0.0;LOQUEPINTE;true
1000;38;Cliente [id=39, nombre=Persona38, apellido=Apellido38, dni=45233747, domicilio=Domicilio [calle=Calle38, altura=862, piso=0, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];39;0.0;PESOS;true
1000;39;Proveedor [id=40, nombre=Persona39, apellido=Apellido39, dni=27819428, domicilio=Domicilio [calle=Calle39, altura=688, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];40;0.0;LOQUEPINTE;true
1000;40;Cliente [id=41, nombre=Persona40, apellido=Apellido40, dni=24656919, domicilio=Domicilio [calle=Calle40, altura=10, piso=9, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];41;0.0;LOQUEPINTE;true
1000;41;Proveedor [id=42, nombre=Persona41, apellido=Apellido41, dni=58528540, domicilio=Domicilio [calle=Calle41, altura=440, piso=2, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];42;0.0;DOLAR;true
1000;42;Cliente [id=43, nombre=Persona42, apellido=Apellido42, dni=26050072, domicilio=Domicilio [calle=Calle42, altura=673, piso=7, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];43;0.0;DOLAR;true
1000;43;Proveedor [id=44, nombre=Persona43, apellido=Apellido43, dni=33675917, domicilio=Domicilio [calle=Calle43, altura=114, piso=2, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];44;0.0;LOQUEPINTE;true
1000;44;Cliente [id=45, nombre=Persona44, apellido=Apellido44, dni=38951506, domicilio=Domicilio [calle=Calle44, altura=956, piso=9, depto=A], tipoPersona=CLIENTE, email=nn@gmail.com, active=true];45;0.0;LOQUEPINTE;true
1000;45;Proveedor [id=46, nombre=Persona45, apellido=Apellido45, dni=58836518, domicilio=Domicilio [calle=Calle45, altura=154, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true];46;0.0;DOLAR;true
