0;500;Producto1;Marca1;CAT3;21;100.0;120.0;;20;Proveedor [id=2, nombre=Persona1, apellido=Apellido1, dni=43952112, domicilio=Domicilio [calle=Calle1, altura=151, piso=9, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
1;500;Producto2;Marca2;CAT3;80;100.0;120.0;;20;Proveedor [id=4, nombre=Persona3, apellido=Apellido3, dni=35137814, domicilio=Domicilio [calle=Calle3, altura=106, piso=7, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
2;500;Producto3;Marca3;CAT3;87;100.0;120.0;;20;Proveedor [id=6, nombre=Persona5, apellido=Apellido5, dni=35021854, domicilio=Domicilio [calle=Calle5, altura=316, piso=4, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
3;500;Producto4;Marca4;CAT3;67;100.0;120.0;;20;Proveedor [id=8, nombre=Persona7, apellido=Apellido7, dni=28207167, domicilio=Domicilio [calle=Calle7, altura=899, piso=1, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
4;500;Producto5;Marca5;CAT1;41;100.0;120.0;;20;Proveedor [id=10, nombre=Persona9, apellido=Apellido9, dni=50226340, domicilio=Domicilio [calle=Calle9, altura=298, piso=5, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
5;500;Producto6;Marca6;CAT3;78;100.0;120.0;;20;Proveedor [id=12, nombre=Persona11, apellido=Apellido11, dni=25464683, domicilio=Domicilio [calle=Calle11, altura=457, piso=4, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
6;500;Producto7;Marca7;CAT3;36;100.0;120.0;;20;Proveedor [id=14, nombre=Persona13, apellido=Apellido13, dni=31773700, domicilio=Domicilio [calle=Calle13, altura=115, piso=2, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
7;500;Producto8;Marca8;CAT1;35;100.0;120.0;;20;Proveedor [id=16, nombre=Persona15, apellido=Apellido15, dni=39498820, domicilio=Domicilio [calle=Calle15, altura=250, piso=3, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
8;500;Producto9;Marca9;CAT1;91;100.0;120.0;;20;Proveedor [id=18, nombre=Persona17, apellido=Apellido17, dni=40812102, domicilio=Domicilio [calle=Calle17, altura=853, piso=1, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
9;500;Producto10;Marca10;CAT2;22;100.0;120.0;;20;Proveedor [id=20, nombre=Persona19, apellido=Apellido19, dni=21154581, domicilio=Domicilio [calle=Calle19, altura=775, piso=4, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
10;500;Producto11;Marca11;CAT1;36;100.0;120.0;;20;Proveedor [id=22, nombre=Persona21, apellido=Apellido21, dni=25197647, domicilio=Domicilio [calle=Calle21, altura=332, piso=8, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
11;500;Producto12;Marca12;CAT1;43;100.0;120.0;;20;Proveedor [id=24, nombre=Persona23, apellido=Apellido23, dni=44734119, domicilio=Domicilio [calle=Calle23, altura=804, piso=5, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
12;500;Producto13;Marca13;CAT2;88;100.0;120.0;;20;Proveedor [id=26, nombre=Persona25, apellido=Apellido25, dni=32943957, domicilio=Domicilio [calle=Calle25, altura=377, piso=3, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
13;500;Producto14;Marca14;CAT3;56;100.0;120.0;;20;Proveedor [id=28, nombre=Persona27, apellido=Apellido27, dni=31600310, domicilio=Domicilio [calle=Calle27, altura=652, piso=0, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
14;500;Producto15;Marca15;CAT1;58;100.0;120.0;;20;Proveedor [id=30, nombre=Persona29, apellido=Apellido29, dni=46129135, domicilio=Domicilio [calle=Calle29, altura=968, piso=7, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
15;500;Producto16;Marca16;CAT3;12;100.0;120.0;;20;Proveedor [id=32, nombre=Persona31, apellido=Apellido31, dni=46972167, domicilio=Domicilio [calle=Calle31, altura=44, piso=4, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
16;500;Producto17;Marca17;CAT3;64;100.0;120.0;;20;Proveedor [id=34, nombre=Persona33, apellido=Apellido33, dni=58983838, domicilio=Domicilio [calle=Calle33, altura=674, piso=3, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
17;500;Producto18;Marca18;CAT2;15;100.0;120.0;;20;Proveedor [id=36, nombre=Persona35, apellido=Apellido35, dni=53247353, domicilio=Domicilio [calle=Calle35, altura=586, piso=6, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
18;500;Producto19;Marca19;CAT2;59;100.0;120.0;;20;Proveedor [id=38, nombre=Persona37, apellido=Apellido37, dni=51299383, domicilio=Domicilio [calle=Calle37, altura=585, piso=6, depto=A], tipoPersona=PROVEEDOR, email=nn@gmail.com, active=true, tipoProveedor=]
